scenario id,scenario start time (P[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]),elapsed (hours),cool_group:OUT(1) => building_cooling:IN(0) [flow: chilled_water] (kW),elec_group:OUT(1) => WASTE:IN(0) [flow: ] (kW),elec_group:OUT(2) => cool_group:IN(2) [flow: electricity] (kW),elec_group:OUT(3) => cool_group:IN(3) [flow: electricity] (kW),elec_group:OUT(4) => electric_pump:IN(0) [flow: electricity] (kW),elec_group:OUT(5) => building_electrical:IN(0) [flow: electricity] (kW),elec_group:OUT(6) => WASTE:IN(0) [flow: ] (kW),electric_utility:OUT(0) => elec_group:IN(1) [flow: electricity] (kW),gas_group:OUT(0) => elec_group:IN(2) [flow: electricity] (kW),heat_group:OUT(1) => building_heating:IN(0) [flow: heating] (kW),REQUEST:cool_group:OUT(1) => building_cooling:IN(0) [flow: chilled_water] (kW),REQUEST:elec_group:OUT(1) => WASTE:IN(0) [flow: ] (kW),REQUEST:elec_group:OUT(2) => cool_group:IN(2) [flow: electricity] (kW),REQUEST:elec_group:OUT(3) => cool_group:IN(3) [flow: electricity] (kW),REQUEST:elec_group:OUT(4) => electric_pump:IN(0) [flow: electricity] (kW),REQUEST:elec_group:OUT(5) => building_electrical:IN(0) [flow: electricity] (kW),REQUEST:elec_group:OUT(6) => WASTE:IN(0) [flow: ] (kW),REQUEST:electric_utility:OUT(0) => elec_group:IN(1) [flow: electricity] (kW),REQUEST:gas_group:OUT(0) => elec_group:IN(2) [flow: electricity] (kW),REQUEST:heat_group:OUT(1) => building_heating:IN(0) [flow: heating] (kW),AVAILABLE:cool_group:OUT(1) => building_cooling:IN(0) [flow: chilled_water] (kW),AVAILABLE:elec_group:OUT(1) => WASTE:IN(0) [flow: ] (kW),AVAILABLE:elec_group:OUT(2) => cool_group:IN(2) [flow: electricity] (kW),AVAILABLE:elec_group:OUT(3) => cool_group:IN(3) [flow: electricity] (kW),AVAILABLE:elec_group:OUT(4) => electric_pump:IN(0) [flow: electricity] (kW),AVAILABLE:elec_group:OUT(5) => building_electrical:IN(0) [flow: electricity] (kW),AVAILABLE:elec_group:OUT(6) => WASTE:IN(0) [flow: ] (kW),AVAILABLE:electric_utility:OUT(0) => elec_group:IN(1) [flow: electricity] (kW),AVAILABLE:gas_group:OUT(0) => elec_group:IN(2) [flow: electricity] (kW),AVAILABLE:heat_group:OUT(1) => building_heating:IN(0) [flow: heating] (kW),Stored: diesel_group(diesel_fuel_tank) (kJ),SOC: diesel_group(diesel_fuel_tank),op-state: elec_group(automated_transfer_switch),op-state: elec_group(battery),op-state: building_cooling,op-state: building_electrical,op-state: building_heating,op-state: elec_group(electric_bus0),op-state: elec_group(electric_bus1),op-state: electric_pump,op-state: electric_utility,op-state: elec_group(power_lines),op-state: elec_group(pv_array)
blue_sky,P0000-00-00T00:00:00,36.000,1560.9,0,26.3,584.4,10,235.9,1096.3,0,0,24.3,1560.9,0,26.3,584.4,10,235.9,1096.3,0,0,24.3,1560.9,0,26.3,584.4,10,841.9,1096.3,100,500,24.3,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,37.000,1188.1,0,26.3,435.2,10,233.4,1094.1,0,0,22.9,1188.1,0,26.3,435.2,10,233.4,1094.1,0,0,22.9,1188.1,0,26.3,435.2,10,839.4,1094.1,100,500,22.9,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,38.000,1179.5,0,26.3,431.8,10,220.8,378.3,0,0,26.7,1179.5,0,26.3,431.8,10,220.8,378.3,0,0,26.7,1179.5,0,26.3,431.8,10,826.8,378.3,100,500,26.7,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,39.000,1160.7,0,26.3,424.3,10,213.8,0,0,258.4,29.9,1160.7,0,26.3,424.3,10,213.8,0,0,258.4,29.9,1160.7,0,26.3,424.3,10,461.4,0,100,500,302.6,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,39.049,1160.7,0.5,26.3,424.3,10,213.8,0,100,183.4,29.9,1160.7,0.5,26.3,424.3,10,213.8,0,283.4,183.4,29.9,1160.7,0.5,26.3,424.3,10,536.4,0,100,500,324.4,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,39.938,1160.7,0,26.3,424.3,10,213.8,0,0,258.4,29.9,1160.7,0,26.3,424.3,10,213.8,0,0,258.4,29.9,1160.7,0,26.3,424.3,10,461.4,0,100,500,302.6,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,40.000,1022.4,0,26.3,369,0,210.7,0,100,500,26.7,1090.9,0,26.3,396.4,10,210.7,0,643.4,543.4,26.7,1022.4,0,26.3,369,0,210.7,0,100,500,461.5,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,41.000,789.9,0,26.3,276,0,223.7,0,0,500,24.3,1273.8,0,26.3,469.5,10,223.7,0,0,709.6,24.3,789.9,0,26.3,276,0,223.7,0,100,500,461.5,14256000.000,0.990,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,41.138,989.9,0,26.3,356,0,223.7,0,100,500,24.3,1273.8,0,26.3,469.5,10,223.7,0,729.6,629.6,24.3,989.9,0,26.3,356,0,223.7,0,100,500,461.5,14246045.000,0.989,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,42.000,277,0,26.3,70.8,10,219.2,0,0,306.3,27.3,277,0,26.3,70.8,10,219.2,0,0,306.3,27.3,277,0,26.3,70.8,10,418.9,0,100,500,281.3,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,42.800,277,0,26.3,70.8,10,219.2,0,100,226.3,27.3,277,0,26.3,70.8,10,219.2,0,326.3,226.3,27.3,277,0,26.3,70.8,10,498.9,0,100,500,314.6,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,43.000,277,0,26.3,70.8,10,186.3,0,0,293.4,26.7,277,0,26.3,70.8,10,186.3,0,0,293.4,26.7,277,0,26.3,70.8,10,398.9,0,100,500,287.6,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,44.000,254.4,0,26.3,61.7,10,185.7,0,100,183.7,22.9,254.4,0,26.3,61.7,10,185.7,0,283.7,183.7,22.9,254.4,0,26.3,61.7,10,507.9,0,100,500,324.3,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,45.000,253.3,0,26.3,61.3,10,173.1,0,0,270.8,21.1,253.3,0,26.3,61.3,10,173.1,0,0,270.8,21.1,253.3,0,26.3,61.3,10,408.4,0,100,500,297.7,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,46.000,231.7,0,26.3,52.7,10,172.2,0,100,161.2,18.5,231.7,0,26.3,52.7,10,172.2,0,261.2,161.2,18.5,231.7,0,26.3,52.7,10,517,0,100,500,324.9,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,47.000,220.4,0,26.3,48.2,10,47.7,0,0,132.2,0,220.4,0,26.3,48.2,10,47.7,0,0,132.2,0,220.4,0,26.3,48.2,10,421.5,0,100,500,319.1,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,48.000,219.4,0,26.3,47.8,10,49,0,100,33,3.2,219.4,0,26.3,47.8,10,49,0,133,33,3.2,219.4,0,26.3,47.8,10,521.9,0,100,500,119.5,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,0.000,219.4,0,26.3,47.8,10,187.5,0,0,251.6,29.6,219.4,0,26.3,47.8,10,187.5,0,0,251.6,29.6,219.4,0,26.3,47.8,10,441.9,0,100,500,305,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,0.200,219.4,0,26.3,47.8,10,187.5,0,100,171.6,29.6,219.4,0,26.3,47.8,10,187.5,0,271.6,171.6,29.6,219.4,0,26.3,47.8,10,521.9,0,100,500,325.1,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,1.000,220.4,0,26.3,48.2,10,146.3,0,0,210.8,16.7,220.4,0,26.3,48.2,10,146.3,0,0,210.8,16.7,220.4,0,26.3,48.2,10,441.5,0,100,500,319.2,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,1.800,220.4,0,26.3,48.2,10,146.3,0,100,130.8,16.7,220.4,0,26.3,48.2,10,146.3,0,230.8,130.8,16.7,220.4,0,26.3,48.2,10,521.5,0,100,500,318.6,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,2.000,220.4,0,26.3,48.2,10,137.3,0,0,221.8,17,220.4,0,26.3,48.2,10,137.3,0,0,221.8,17,220.4,0,26.3,48.2,10,421.5,0,100,500,316,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,3.000,219.4,0,26.3,47.8,10,170.3,0,100,154.4,23.4,219.4,0,26.3,47.8,10,170.3,0,254.4,154.4,23.4,219.4,0,26.3,47.8,10,521.9,0,100,500,324.3,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,4.000,220.4,0,26.3,48.2,10,139.1,0,0,223.5,17.6,220.4,0,26.3,48.2,10,139.1,0,0,223.5,17.6,220.4,0,26.3,48.2,10,421.5,0,100,500,315.5,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,5.000,220.4,0,26.3,48.2,10,171.9,0,100,156.4,23.7,220.4,0,26.3,48.2,10,171.9,0,256.4,156.4,23.7,220.4,0,26.3,48.2,10,521.5,0,100,500,324.5,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,6.000,220.4,0,26.3,48.2,10,140.1,0,0,224.5,17.9,220.4,0,26.3,48.2,10,140.1,0,0,224.5,17.9,220.4,0,26.3,48.2,10,421.5,0,100,500,315.1,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,7.000,221.5,0.5,26.3,48.6,10,173.4,0,100,149,24,221.5,0.5,26.3,48.6,10,173.4,0,249,149,24,221.5,0.5,26.3,48.6,10,530.4,0,100,500,323.5,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,8.000,220.6,0.5,26.3,48.2,10,127.5,454.7,0,0,17.9,220.6,0.5,26.3,48.2,10,127.5,454.7,0,0,17.9,220.6,0.5,26.3,48.2,10,733.5,454.7,100,500,17.9,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,9.000,220.3,0.5,26.3,48.1,10,135.8,1040.7,0,0,23.4,220.3,0.5,26.3,48.1,10,135.8,1040.7,0,0,23.4,220.3,0.5,26.3,48.1,10,741.8,1040.7,100,500,23.4,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,10.000,219.5,0.5,26.3,47.8,10,95.2,1398.9,0,0,16.4,219.5,0.5,26.3,47.8,10,95.2,1398.9,0,0,16.4,219.5,0.5,26.3,47.8,10,701.2,1398.9,100,500,16.4,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,11.000,220.4,0,26.3,48.2,10,107.6,1641.6,0,0,18.8,220.4,0,26.3,48.2,10,107.6,1641.6,0,0,18.8,220.4,0,26.3,48.2,10,713.6,1641.6,100,500,18.8,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,12.000,220.4,0,26.3,48.2,10,81.2,1757.2,0,0,14.4,220.4,0,26.3,48.2,10,81.2,1757.2,0,0,14.4,220.4,0,26.3,48.2,10,687.2,1757.2,100,500,14.4,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,13.000,219.4,0,26.3,47.8,10,98.9,1566.4,0,0,16.1,219.4,0,26.3,47.8,10,98.9,1566.4,0,0,16.1,219.4,0,26.3,47.8,10,704.9,1566.4,100,500,16.1,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,14.000,220.4,0,26.3,48.2,10,80.1,830.1,0,0,10.6,220.4,0,26.3,48.2,10,80.1,830.1,0,0,10.6,220.4,0,26.3,48.2,10,686.1,830.1,100,500,10.6,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,15.000,220.4,0,26.3,48.2,10,97.2,286.7,0,0,13.8,220.4,0,26.3,48.2,10,97.2,286.7,0,0,13.8,220.4,0,26.3,48.2,10,703.2,286.7,100,500,13.8,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,16.000,219.4,0,26.3,47.8,10,81,0,0,145.1,9.4,219.4,0,26.3,47.8,10,81,0,0,145.1,9.4,219.4,0,26.3,47.8,10,441.9,0,100,500,322.8,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,16.100,219.4,0,26.3,47.8,10,81,0,100,65.1,9.4,219.4,0,26.3,47.8,10,81,0,165.1,65.1,9.4,219.4,0,26.3,47.8,10,521.9,0,100,500,214.9,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,17.000,220.4,0,26.3,48.2,10,114.3,0,0,178.8,13.2,220.4,0,26.3,48.2,10,114.3,0,0,178.8,13.2,220.4,0,26.3,48.2,10,441.5,0,100,500,324.8,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,17.800,220.4,0,26.3,48.2,10,114.3,0,100,98.8,13.2,220.4,0,26.3,48.2,10,114.3,0,198.8,98.8,13.2,220.4,0,26.3,48.2,10,521.5,0,100,500,297.3,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,18.000,220.4,0,26.3,48.2,10,102.7,0,0,187.1,9.4,220.4,0,26.3,48.2,10,102.7,0,0,187.1,9.4,220.4,0,26.3,48.2,10,421.5,0,100,500,323.9,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,19.000,220.4,0,26.3,48.2,10,125.7,0,100,110.2,13.5,220.4,0,26.3,48.2,10,125.7,0,210.2,110.2,13.5,220.4,0,26.3,48.2,10,521.5,0,100,500,307.8,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,20.000,220.4,0,26.3,48.2,10,105.3,0,0,189.7,9.7,220.4,0,26.3,48.2,10,105.3,0,0,189.7,9.7,220.4,0,26.3,48.2,10,421.5,0,100,500,323.6,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,21.000,220.4,0,26.3,48.2,10,125,0,100,109.5,12.3,220.4,0,26.3,48.2,10,125,0,209.5,109.5,12.3,220.4,0,26.3,48.2,10,521.5,0,100,500,307.4,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,22.000,219.4,0,26.3,47.8,10,104.8,0,0,188.9,10.6,219.4,0,26.3,47.8,10,104.8,0,0,188.9,10.6,219.4,0,26.3,47.8,10,421.9,0,100,500,323.7,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,23.000,220.4,0,26.3,48.2,10,126.5,0,100,111,13.5,220.4,0,26.3,48.2,10,126.5,0,211,111,13.5,220.4,0,26.3,48.2,10,521.5,0,100,500,308.4,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,24.000,220.4,0,26.3,48.2,10,107.1,0,0,191.6,9.7,220.4,0,26.3,48.2,10,107.1,0,0,191.6,9.7,220.4,0,26.3,48.2,10,421.5,0,100,500,323.3,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,25.000,220,0,26.3,48,10,135.6,0,100,119.9,13.5,220,0,26.3,48,10,135.6,0,219.9,119.9,13.5,220,0,26.3,48,10,521.7,0,100,500,313.7,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,26.000,219.8,0,26.3,47.9,10,115.6,0,0,199.8,12.3,219.8,0,26.3,47.9,10,115.6,0,0,199.8,12.3,219.8,0,26.3,47.9,10,421.8,0,100,500,321.8,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,27.000,220.4,0,26.3,48.2,10,137.5,0,100,122,14.1,220.4,0,26.3,48.2,10,137.5,0,222,122,14.1,220.4,0,26.3,48.2,10,521.5,0,100,500,314.7,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,28.000,220.4,0,26.3,48.2,10,115.4,0,0,199.9,12.3,220.4,0,26.3,48.2,10,115.4,0,0,199.9,12.3,220.4,0,26.3,48.2,10,421.5,0,100,500,321.8,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,29.000,230.7,0,26.3,52.3,10,133.8,0,100,122.4,13.5,230.7,0,26.3,52.3,10,133.8,0,222.4,122.4,13.5,230.7,0,26.3,52.3,10,517.4,0,100,500,315,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,30.000,231.7,0,26.3,52.7,10,113.8,0,0,202.8,10.8,231.7,0,26.3,52.7,10,113.8,0,0,202.8,10.8,231.8,0,26.3,52.7,10,417,0,100,500,321.1,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,31.000,703.7,0.5,26.3,241.5,0,343.8,0,100,500,4.1,2529.9,0.5,26.3,972,10,343.8,0,1346.5,1246.5,4.1,703.7,0.5,26.3,241.5,0,343.8,0,100,500,461.5,14400000.000,1.000,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,32.000,1359.6,0,26.3,503.8,10,284.1,0,0,110.7,45.7,1359.6,0,26.3,503.8,10,284.1,0,0,110.7,45.7,1359.6,0,26.3,503.8,10,679.4,0,100,500,308.2,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,32.225,1359.6,0.5,26.3,503.8,10,284.1,0,100,35.7,45.7,1359.6,0.5,26.3,503.8,10,284.1,0,135.7,35.7,45.7,1359.6,0.5,26.3,503.8,10,754.4,0,100,500,128.3,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,33.000,1205.1,0.5,26.3,442,10,295.4,412.2,0,0,39,1205.1,0.5,26.3,442,10,295.4,412.2,0,0,39,1205.1,0.5,26.3,442,10,900.9,412.2,100,499.5,39,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,34.000,1117,0.5,26.3,406.8,10,264.4,872.4,0,0,33.1,1117,0.5,26.3,406.8,10,264.4,872.4,0,0,33.1,1117.1,0.5,26.3,406.8,10,870.4,872.4,100,500,33.1,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,35.000,1090.5,0.5,26.3,396.2,10,247.3,1135.9,0,0,27,1090.5,0.5,26.3,396.2,10,247.3,1135.9,0,0,27,1090.5,0.5,26.3,396.2,10,853.3,1135.9,100,500,27,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,36.000,1560.9,0,26.3,584.4,10,235.9,1096.3,0,0,24.3,1560.9,0,26.3,584.4,10,235.9,1096.3,0,0,24.3,1560.9,0,26.3,584.4,10,841.9,1096.3,100,500,24.3,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,37.000,1188.1,0,26.3,435.2,10,233.4,1094.1,0,0,22.9,1188.1,0,26.3,435.2,10,233.4,1094.1,0,0,22.9,1188.1,0,26.3,435.2,10,839.4,1094.1,100,500,22.9,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,38.000,1179.5,0,26.3,431.8,10,220.8,378.3,0,0,26.7,1179.5,0,26.3,431.8,10,220.8,378.3,0,0,26.7,1179.5,0,26.3,431.8,10,826.8,378.3,100,500,26.7,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,39.000,1160.7,0,26.3,424.3,10,213.8,0,0,258.4,29.9,1160.7,0,26.3,424.3,10,213.8,0,0,258.4,29.9,1160.7,0,26.3,424.3,10,461.4,0,100,500,302.6,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,39.049,1160.7,0.5,26.3,424.3,10,213.8,0,100,183.4,29.9,1160.7,0.5,26.3,424.3,10,213.8,0,283.4,183.4,29.9,1160.7,0.5,26.3,424.3,10,536.4,0,100,500,324.4,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,39.938,1160.7,0,26.3,424.3,10,213.8,0,0,258.4,29.9,1160.7,0,26.3,424.3,10,213.8,0,0,258.4,29.9,1160.7,0,26.3,424.3,10,461.4,0,100,500,302.6,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,40.000,1022.4,0,26.3,369,0,210.7,0,100,500,26.7,1090.9,0,26.3,396.4,10,210.7,0,643.4,543.4,26.7,1022.4,0,26.3,369,0,210.7,0,100,500,461.5,14328000.000,0.995,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,41.000,789.9,0,26.3,276,0,223.7,0,0,500,24.3,1273.8,0,26.3,469.5,10,223.7,0,0,709.6,24.3,789.9,0,26.3,276,0,223.7,0,100,500,461.5,14256000.000,0.990,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,41.138,989.9,0,26.3,356,0,223.7,0,100,500,24.3,1273.8,0,26.3,469.5,10,223.7,0,729.6,629.6,24.3,989.9,0,26.3,356,0,223.7,0,100,500,461.5,14246045.000,0.989,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,42.000,277,0,26.3,70.8,10,219.2,0,0,306.3,27.3,277,0,26.3,70.8,10,219.2,0,0,306.3,27.3,277,0,26.3,70.8,10,418.9,0,100,500,281.3,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,42.800,277,0,26.3,70.8,10,219.2,0,100,226.3,27.3,277,0,26.3,70.8,10,219.2,0,326.3,226.3,27.3,277,0,26.3,70.8,10,498.9,0,100,500,314.6,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,43.000,277,0,26.3,70.8,10,186.3,0,0,293.4,26.7,277,0,26.3,70.8,10,186.3,0,0,293.4,26.7,277,0,26.3,70.8,10,398.9,0,100,500,287.6,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,44.000,254.4,0,26.3,61.7,10,185.7,0,100,183.7,22.9,254.4,0,26.3,61.7,10,185.7,0,283.7,183.7,22.9,254.4,0,26.3,61.7,10,507.9,0,100,500,324.3,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,45.000,253.3,0,26.3,61.3,10,173.1,0,0,270.8,21.1,253.3,0,26.3,61.3,10,173.1,0,0,270.8,21.1,253.3,0,26.3,61.3,10,408.4,0,100,500,297.7,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,46.000,231.7,0,26.3,52.7,10,172.2,0,100,161.2,18.5,231.7,0,26.3,52.7,10,172.2,0,261.2,161.2,18.5,231.7,0,26.3,52.7,10,517,0,100,500,324.9,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,47.000,220.4,0,26.3,48.2,10,47.7,0,0,132.2,0,220.4,0,26.3,48.2,10,47.7,0,0,132.2,0,220.4,0,26.3,48.2,10,421.5,0,100,500,319.1,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
hurricane,P0000-00-00T00:00:00,48.000,219.4,0,26.3,47.8,10,49,0,100,33,3.2,219.4,0,26.3,47.8,10,49,0,133,33,3.2,219.4,0,26.3,47.8,10,521.9,0,100,500,119.5,14184000.000,0.985,available,available,available,available,available,available,available,available,available,available,available
