scenario id,occurrence number,duration (h),total source (kJ),total load (kJ),total storage (kJ),total waste (kJ),energy balance (source-(load+storage+waste)) (kJ),site efficiency,uptime (h),downtime (h),load not served (kJ),energy robustness [ER],energy availability [EA],max single event downtime [MaxSEDT] (h),global availability,energy robustness [ER] for chilled_water,energy availability [EA] for chilled_water,energy robustness [ER] for cooling_load [flow: chilled_water],energy availability [EA] for cooling_load [flow: chilled_water],load not served (kJ) for cooling_load [flow: chilled_water],availability: chiller,availability: cooling_load,availability: electric_utility
blue_sky,1,10,1620000,1620000,0,0,0,3.6934,10,0,0,1,1,0,1,1,1,1,1,0,1,1,1
