scenario id,scenario start time (P[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]),elapsed (hours),elec_heat_pump_conv:OUT(0) => heating_supply_mux:IN(2) (kW),elec_heat_pump_conv:OUT(2) => WASTE:IN(0) (kW),electric_battery:OUT(0) => electric_supply_mux:IN(0) (kW),electric_source_mux:OUT(0) => electric_battery:IN(0) (kW),electric_supply_mux:OUT(0) => electric_load:IN(0) (kW),electric_supply_mux:OUT(1) => elec_heat_pump_conv:IN(0) (kW),electric_utility:OUT(0) => electric_source_mux:IN(1) (kW),heating_supply_mux:OUT(0) => heating_load:IN(0) (kW),ng_grid:OUT(0) => ng_source_mux:IN(0) (kW),ng_heater_conv:OUT(0) => heating_supply_mux:IN(1) (kW),ng_heater_conv:OUT(2) => WASTE:IN(0) (kW),ng_source_mux:OUT(0) => ng_to_elec_conv:IN(0) (kW),ng_source_mux:OUT(1) => ng_heater_conv:IN(0) (kW),ng_to_elec_conv:OUT(0) => electric_supply_mux:IN(1) (kW),ng_to_elec_conv:OUT(1) => heating_supply_mux:IN(0) (kW),ng_to_elec_conv:OUT(2) => WASTE:IN(0) (kW),pv_array:OUT(0) => electric_source_mux:IN(0) (kW),pv_array:OUT(1) => WASTE:IN(0) (kW),REQUEST:elec_heat_pump_conv:OUT(0) => heating_supply_mux:IN(2) (kW),REQUEST:elec_heat_pump_conv:OUT(2) => WASTE:IN(0) (kW),REQUEST:electric_battery:OUT(0) => electric_supply_mux:IN(0) (kW),REQUEST:electric_source_mux:OUT(0) => electric_battery:IN(0) (kW),REQUEST:electric_supply_mux:OUT(0) => electric_load:IN(0) (kW),REQUEST:electric_supply_mux:OUT(1) => elec_heat_pump_conv:IN(0) (kW),REQUEST:electric_utility:OUT(0) => electric_source_mux:IN(1) (kW),REQUEST:heating_supply_mux:OUT(0) => heating_load:IN(0) (kW),REQUEST:ng_grid:OUT(0) => ng_source_mux:IN(0) (kW),REQUEST:ng_heater_conv:OUT(0) => heating_supply_mux:IN(1) (kW),REQUEST:ng_heater_conv:OUT(2) => WASTE:IN(0) (kW),REQUEST:ng_source_mux:OUT(0) => ng_to_elec_conv:IN(0) (kW),REQUEST:ng_source_mux:OUT(1) => ng_heater_conv:IN(0) (kW),REQUEST:ng_to_elec_conv:OUT(0) => electric_supply_mux:IN(1) (kW),REQUEST:ng_to_elec_conv:OUT(1) => heating_supply_mux:IN(0) (kW),REQUEST:ng_to_elec_conv:OUT(2) => WASTE:IN(0) (kW),REQUEST:pv_array:OUT(0) => electric_source_mux:IN(0) (kW),REQUEST:pv_array:OUT(1) => WASTE:IN(0) (kW),AVAILABLE:elec_heat_pump_conv:OUT(0) => heating_supply_mux:IN(2) (kW),AVAILABLE:elec_heat_pump_conv:OUT(2) => WASTE:IN(0) (kW),AVAILABLE:electric_battery:OUT(0) => electric_supply_mux:IN(0) (kW),AVAILABLE:electric_source_mux:OUT(0) => electric_battery:IN(0) (kW),AVAILABLE:electric_supply_mux:OUT(0) => electric_load:IN(0) (kW),AVAILABLE:electric_supply_mux:OUT(1) => elec_heat_pump_conv:IN(0) (kW),AVAILABLE:electric_utility:OUT(0) => electric_source_mux:IN(1) (kW),AVAILABLE:heating_supply_mux:OUT(0) => heating_load:IN(0) (kW),AVAILABLE:ng_grid:OUT(0) => ng_source_mux:IN(0) (kW),AVAILABLE:ng_heater_conv:OUT(0) => heating_supply_mux:IN(1) (kW),AVAILABLE:ng_heater_conv:OUT(2) => WASTE:IN(0) (kW),AVAILABLE:ng_source_mux:OUT(0) => ng_to_elec_conv:IN(0) (kW),AVAILABLE:ng_source_mux:OUT(1) => ng_heater_conv:IN(0) (kW),AVAILABLE:ng_to_elec_conv:OUT(0) => electric_supply_mux:IN(1) (kW),AVAILABLE:ng_to_elec_conv:OUT(1) => heating_supply_mux:IN(0) (kW),AVAILABLE:ng_to_elec_conv:OUT(2) => WASTE:IN(0) (kW),AVAILABLE:pv_array:OUT(0) => electric_source_mux:IN(0) (kW),AVAILABLE:pv_array:OUT(1) => WASTE:IN(0) (kW),Stored: electric_battery (kJ),SOC: electric_battery,op-state: elec_heat_pump_conv,op-state: electric_battery,op-state: electric_load,op-state: electric_source_mux,op-state: electric_supply_mux,op-state: electric_utility,op-state: heating_load,op-state: heating_supply_mux,op-state: ng_grid,op-state: ng_heater_conv,op-state: ng_source_mux,op-state: ng_to_elec_conv,op-state: pv_array
blue_sky,P0000-00-00T00:00:00,20.000,0,0,0.5,0.5,105.3,0,0.5,9.7,249.4,0,0,249.4,0,104.7,9.7,134.10,0,0,0,0,105.3,105.3,105.3,0,105.3,9.7,249.4,0,0,249.4,0,104.7,9.7,134.10,105.3,0,0,0,0.5,0.5,1803886.8,0,0.5,144.6,4294967.3,0,0,4294967.3,0,1803886.3,144.6,134.10,0,0,359568.000,0.999,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,21.000,0,0,0.5,0.5,125,0,0.5,12.3,296.5,0,0,296.5,0,124.5,12.3,159.7,0,0,0,0,125,125,125,0,125,12.3,296.5,0,0,296.5,0,124.5,12.3,159.7,125,0,0,0,0.5,0.5,1803886.8,0,0.5,171.10,4294967.3,0,0,4294967.3,0,1803886.3,171.10,159.7,0,0,359532.000,0.999,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,22.000,0,0,0.5,0.5,104.8,0,0.5,10.6,248.4,0,0,248.4,0,104.3,10.6,133.5,0,0,0,0,104.8,104.8,104.8,0,104.8,10.6,248.4,0,0,248.4,0,104.3,10.6,133.5,104.8,0,0,0,0.5,0.5,1803886.8,0,0.5,144.1,4294967.3,0,0,4294967.3,0,1803886.3,144.1,133.5,0,0,359496.000,0.999,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,23.000,0,0,0.5,0.5,126.5,0,0.5,13.5,299.9,0,0,299.9,0,125.10,13.5,160.5,0,0,0,0,126.5,126.5,126.5,0,126.5,13.5,299.9,0,0,299.9,0,125.10,13.5,160.5,126.5,0,0,0,0.5,0.5,1803886.8,0,0.5,173.10,4294967.3,0,0,4294967.3,0,1803886.3,173.10,160.5,0,0,359460.000,0.999,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,24.000,0,0,0.5,0.5,107.1,0,0.5,9.7,253.8,0,0,253.8,0,106.6,9.7,137.5,0,0,0,0,107.1,107.1,107.1,0,107.1,9.7,253.8,0,0,253.8,0,106.6,9.7,137.5,107.1,0,0,0,0.5,0.5,1803886.8,0,0.5,147.2,4294967.3,0,0,4294967.3,0,1803886.3,147.2,137.5,0,0,359424.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,25.000,0,0,0.5,0.5,135.6,0,0.5,13.5,321.5,0,0,321.5,0,135,13.5,173,0,0,0,0,135.6,135.6,135.6,0,135.6,13.5,321.5,0,0,321.5,0,135,13.5,173,135.6,0,0,0,0.5,0.5,1803886.8,0,0.5,186.5,4294967.3,0,0,4294967.3,0,1803886.3,186.5,173,0,0,359388.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,26.000,0,0,0.5,0.5,115.6,0,0.5,12.3,273.10,0,0,273.10,0,115.1,12.3,146.6,0,0,0,0,115.6,115.6,115.6,0,115.6,12.3,273.10,0,0,273.10,0,115.1,12.3,146.6,115.6,0,0,0,0.5,0.5,1803886.8,0,0.5,158.9,4294967.3,0,0,4294967.3,0,1803886.3,158.9,146.6,0,0,359352.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,27.000,0,0,0.5,0.5,137.5,0,0.5,14.1,326.2,0,0,326.2,0,136.10,14.1,175.1,0,0,0,0,137.5,137.5,137.5,0,137.5,14.1,326.2,0,0,326.2,0,136.10,14.1,175.1,137.5,0,0,0,0.5,0.5,1803886.8,0,0.5,189.2,4294967.3,0,0,4294967.3,0,1803886.3,189.2,175.1,0,0,359316.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,28.000,0,0,0.5,0.5,115.4,0,0.5,12.3,273.5,0,0,273.5,0,114.9,12.3,146.3,0,0,0,0,115.4,115.4,115.4,0,115.4,12.3,273.5,0,0,273.5,0,114.9,12.3,146.3,115.4,0,0,0,0.5,0.5,1803886.8,0,0.5,158.6,4294967.3,0,0,4294967.3,0,1803886.3,158.6,146.3,0,0,359280.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,29.000,0,0,0.5,0.5,133.8,0,0.5,13.5,317.4,0,0,317.4,0,133.3,13.5,170.6,0,0,0,0,133.8,133.8,133.8,0,133.8,13.5,317.4,0,0,317.4,0,133.3,13.5,170.6,133.8,0,0,0,0.5,0.5,1803886.8,0,0.5,184.1,4294967.3,0,0,4294967.3,0,1803886.3,184.1,170.6,0,0,359244.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,30.000,0,0,0.5,0.5,113.8,0,0.5,10.8,269.8,0,0,269.8,0,113.3,10.8,145.6,0,0,0,0,113.8,113.8,113.8,0,113.8,10.8,269.8,0,0,269.8,0,113.3,10.8,145.6,113.8,0,0,0,0.5,0.5,1803886.8,0,0.5,156.5,4294967.3,0,0,4294967.3,0,1803886.3,156.5,145.6,0,0,359208.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,31.000,0,0,11.1,11.1,343.8,0,0.5,4.1,792.1,0,0,792.1,0,332.7,4.1,455.3,10.6,0,0,0,343.8,343.8,343.8,0,333.2,4.1,792.1,0,0,792.1,0,332.7,4.1,455.3,343.8,0,0,0,11.1,11.1,1803897.4,0,0.5,459.4,4294967.3,0,0,4294967.3,0,1803886.3,459.4,455.3,10.6,0,359172.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,32.000,0,0,284.1,284.1,284.1,0,0,45.7,46.7,45.7,0.9,0,46.7,0,0,0,284.1,409.4,0,0,284.1,284.1,284.1,0,0,45.7,46.7,45.7,0.9,0,46.7,0,45.7,0,284.1,409.4,0,0,694,694,1804560.7,0,0.5,45.7,4294967.3,45.7,0.9,4294920.6,46.7,1803866.7,0,0,693.5,409.4,359136.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,33.000,0,0,295.4,295.4,295.4,0,0,38.10,39.8,38.10,0.8,0,39.8,0,0,0,295.4,895.6,0,0,295.4,295.4,295.4,0,0,38.10,39.8,38.10,0.8,0,39.8,0,38.10,0,295.4,895.6,0,0,1191.5,1191.5,1805061.1,0,0.5,38.10,4294967.3,38.10,0.8,4294927.5,39.8,1803869.6,0,0,1191,895.6,359136.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,34.000,0,0,264.4,264.4,264.4,0,0,33.1,33.8,33.1,0.7,0,33.8,0,0,0,264.4,1320.5,0,0,264.4,264.4,264.4,0,0,33.1,33.8,33.1,0.7,0,33.8,0,33.1,0,264.4,1320.5,0,0,1585.4,1585.4,1805457.4,0,0.5,33.1,4294967.3,33.1,0.7,4294933.5,33.8,1803872.1,0,0,1584.9,1320.5,359136.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,35.000,0,0,247.3,247.3,247.3,0,0,26.10,27.5,26.10,0.6,0,27.5,0,0,0,247.3,1573.4,0,0,247.3,247.3,247.3,0,0,26.10,27.5,26.10,0.6,0,27.5,0,26.10,0,247.3,1573.4,0,0,1821.2,1821.2,1805695.9,0,0.5,26.10,4294967.3,26.10,0.6,4294939.8,27.5,1803874.7,0,0,1820.7,1573.4,359136.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,36.000,0,0,235.9,235.9,235.9,0,0,24.3,24.8,24.3,0.5,0,24.8,0,0,0,235.9,1716.10,0,0,235.9,235.9,235.9,0,0,24.3,24.8,24.3,0.5,0,24.8,0,24.3,0,235.9,1716.10,0,0,1953.4,1953.4,1805829.2,0,0.5,24.3,4294967.3,24.3,0.5,4294942.5,24.8,1803875.8,0,0,1952.9,1716.10,359136.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,37.000,0,0,233.4,233.4,233.4,0,0,22.9,23.3,22.9,0.5,0,23.3,0,0,0,233.4,1565.7,0,0,233.4,233.4,233.4,0,0,22.9,23.3,22.9,0.5,0,23.3,0,22.9,0,233.4,1565.7,0,0,1799.6,1799.6,1805676.1,0,0.5,22.9,4294967.3,22.9,0.5,4294943.10,23.3,1803876.5,0,0,1799.1,1565.7,359136.000,0.998,available,available,available,available,available,available,available,available,available,available,available,available,available
