scenario id,scenario start time (P[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]),elapsed (hours),diesel_resupply:OUT(0) => fuel_truck:IN(0) (kW),fuel_truck:OUT(0) => gen_a:IN(0) (kW),fuel_truck:OUT(1) => gen_b:IN(0) (kW),gen_a:OUT(0) => xfer_a:IN(1) (kW),gen_a:OUT(2) => WASTE:IN(0) (kW),gen_b:OUT(0) => xfer_b:IN(1) (kW),gen_b:OUT(2) => WASTE:IN(0) (kW),sub_sta_1:OUT(0) => xfer_a:IN(0) (kW),sub_sta_1:OUT(1) => xfer_b:IN(0) (kW),sub_sta_1:OUT(2) => bldg_c_electric:IN(0) (kW),utility_electrical:OUT(0) => sub_sta_1:IN(0) (kW),xfer_a:OUT(0) => bldg_a_electric:IN(0) (kW),xfer_b:OUT(0) => bldg_b_electric:IN(0) (kW),REQUEST:diesel_resupply:OUT(0) => fuel_truck:IN(0) (kW),REQUEST:fuel_truck:OUT(0) => gen_a:IN(0) (kW),REQUEST:fuel_truck:OUT(1) => gen_b:IN(0) (kW),REQUEST:gen_a:OUT(0) => xfer_a:IN(1) (kW),REQUEST:gen_a:OUT(2) => WASTE:IN(0) (kW),REQUEST:gen_b:OUT(0) => xfer_b:IN(1) (kW),REQUEST:gen_b:OUT(2) => WASTE:IN(0) (kW),REQUEST:sub_sta_1:OUT(0) => xfer_a:IN(0) (kW),REQUEST:sub_sta_1:OUT(1) => xfer_b:IN(0) (kW),REQUEST:sub_sta_1:OUT(2) => bldg_c_electric:IN(0) (kW),REQUEST:utility_electrical:OUT(0) => sub_sta_1:IN(0) (kW),REQUEST:xfer_a:OUT(0) => bldg_a_electric:IN(0) (kW),REQUEST:xfer_b:OUT(0) => bldg_b_electric:IN(0) (kW),AVAILABLE:diesel_resupply:OUT(0) => fuel_truck:IN(0) (kW),AVAILABLE:fuel_truck:OUT(0) => gen_a:IN(0) (kW),AVAILABLE:fuel_truck:OUT(1) => gen_b:IN(0) (kW),AVAILABLE:gen_a:OUT(0) => xfer_a:IN(1) (kW),AVAILABLE:gen_a:OUT(2) => WASTE:IN(0) (kW),AVAILABLE:gen_b:OUT(0) => xfer_b:IN(1) (kW),AVAILABLE:gen_b:OUT(2) => WASTE:IN(0) (kW),AVAILABLE:sub_sta_1:OUT(0) => xfer_a:IN(0) (kW),AVAILABLE:sub_sta_1:OUT(1) => xfer_b:IN(0) (kW),AVAILABLE:sub_sta_1:OUT(2) => bldg_c_electric:IN(0) (kW),AVAILABLE:utility_electrical:OUT(0) => sub_sta_1:IN(0) (kW),AVAILABLE:xfer_a:OUT(0) => bldg_a_electric:IN(0) (kW),AVAILABLE:xfer_b:OUT(0) => bldg_b_electric:IN(0) (kW),op-state: bldg_a_electric,op-state: bldg_b_electric,op-state: bldg_c_electric,op-state: diesel_resupply,op-state: fuel_truck,op-state: gen_a,op-state: gen_b,op-state: sub_sta_1,op-state: utility_electrical,op-state: xfer_a,op-state: xfer_b
blue_sky,P0000-00-00T00:00:00,0,0,0,0,0,0,0,0,10,10,10,30,10,10,0,0,0,0,0,0,0,10,10,10,30,10,10,inf,inf,0,3689348814741910.5,0,0,0,10,10,10,30,3689348814741921,10,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,10,100,50,50,10,40,10,40,0,0,0,0,10,10,100,50,50,10,40,10,40,10,10,10,0,10,10,inf,18446744073709504,50,3689348814741901,40,10,40,0,0,0,30,3689348814741901,10,available,available,available,available,available,available,available,grid_outage,available,available,available
blue_sky,P0000-00-00T00:00:00,13,0,0,0,0,0,0,0,10,10,10,30,10,10,0,0,0,0,0,0,0,10,10,10,30,10,10,inf,inf,0,3689348814741910.5,0,0,0,10,10,10,30,3689348814741921,10,available,available,available,available,available,available,available,available,available,available,available
blue_sky,P0000-00-00T00:00:00,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,inf,0,3689348814741910.5,0,0,0,30,0,0,30,3689348814741940.5,0,available,available,available,available,available,available,available,available,available,available,available
